,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NHWA_MALE,NHWA_FEMALE,H_MALE,H_FEMALE,% White,% Minority,Unemployment Change
346313,50,29,71,Missouri,Franklin County,12,0,103967,51617,52350,610,427,208,226,257,316,48883,49817,1015,921,94.93396943260842,3.828137774486135,8.0
346541,50,29,73,Missouri,Gasconade County,12,0,14706,7349,7357,59,24,28,28,26,37,7021,7060,131,108,95.750033999728,2.998776009791922,6.9
346769,50,29,75,Missouri,Gentry County,12,0,6571,3169,3402,23,19,11,18,17,12,3025,3251,56,67,95.51057677674632,3.3936995891036372,2.3
346997,50,29,77,Missouri,Greene County,12,0,293086,142417,150669,5642,4471,1122,1200,2912,3784,123142,131945,5944,5632,87.03486348716758,10.477129579713804,7.3
347225,50,29,79,Missouri,Grundy County,12,0,9850,4790,5060,59,39,29,19,40,73,4493,4747,123,112,93.80710659898477,5.015228426395939,4.0
347453,50,29,81,Missouri,Harrison County,12,0,8352,4139,4213,28,22,30,24,19,14,3898,4004,129,92,94.61206896551724,4.28639846743295,3.3
347681,50,29,83,Missouri,Henry County,12,0,21824,10741,11083,140,123,85,92,43,47,10028,10344,268,298,93.34677419354838,5.02199413489736,5.0
347909,50,29,85,Missouri,Hickory County,12,0,9544,4723,4821,28,31,55,54,9,15,4439,4553,113,82,94.2162615255658,4.05490360435876,3.7
348137,50,29,87,Missouri,Holt County,12,0,4403,2159,2244,14,7,31,26,5,11,2051,2138,28,41,95.13967749261867,3.702021349080173,2.2
348365,50,29,89,Missouri,Howard County,12,0,10001,5013,4988,271,247,41,40,11,22,4508,4508,88,81,90.15098490150984,8.00919908009199,3.2
348593,50,29,91,Missouri,Howell County,12,0,40117,19530,20587,138,97,158,161,88,209,18403,19338,434,456,94.07732382780367,4.339806067253284,6.7
348821,50,29,93,Missouri,Iron County,12,0,10125,5048,5077,86,62,64,31,7,8,4715,4812,100,91,94.09382716049383,4.434567901234568,4.9
349049,50,29,95,Missouri,Jackson County,12,0,703011,339932,363079,77273,89612,2162,2138,6519,7304,213708,223674,32696,32290,62.215527210811786,35.560467759394946,8.3
349277,50,29,97,Missouri,Jasper County,12,0,121328,59280,62048,1549,1259,1128,1170,725,794,49139,52232,5239,5031,83.55120005274958,13.925062640116048,7.6
349505,50,29,99,Missouri,Jefferson County,12,0,225081,111762,113319,1480,1169,389,397,785,1054,105099,106739,2420,2284,94.11634033969993,4.433070761192638,7.7
349733,50,29,101,Missouri,Johnson County,12,0,54062,27652,26410,1499,1205,193,184,541,439,23430,22721,1362,1234,85.3668010802412,12.313639894935445,5.4
349961,50,29,103,Missouri,Knox County,12,0,3959,1981,1978,10,13,11,11,8,9,1893,1889,27,29,95.52917403384693,2.980550644102046,1.3
350189,50,29,105,Missouri,Laclede County,12,0,35723,17590,18133,188,136,164,111,80,141,16342,16979,446,472,93.27604064608236,4.865212888055314,10.7
350417,50,29,107,Missouri,Lafayette County,12,0,32708,16228,16480,403,312,109,95,75,99,14775,15211,577,447,91.67787697199462,6.472422648893238,6.0
350645,50,29,109,Missouri,Lawrence County,12,0,38355,19054,19301,143,107,218,240,93,118,16749,17153,1589,1444,88.39004041194107,10.303741363577108,5.7
350873,50,29,111,Missouri,Lewis County,12,0,9776,4912,4864,163,146,22,26,19,23,4543,4499,93,89,92.49181669394434,5.9431260229132565,4.4
351101,50,29,113,Missouri,Lincoln County,12,0,59013,29513,29500,691,493,130,128,103,204,27326,27474,802,755,92.86089505702134,5.602155457272127,9.6
351329,50,29,115,Missouri,Linn County,12,0,11920,5808,6112,63,48,22,23,21,16,5439,5791,166,172,94.21140939597315,4.454697986577181,5.0
351557,50,29,117,Missouri,Livingston County,12,0,15227,6643,8584,92,473,29,52,78,48,6217,7754,134,177,91.75149405660997,7.112366191633283,4.1
351785,50,29,119,Missouri,McDonald County,12,0,22837,11543,11294,259,209,411,314,188,170,8736,8804,1381,1222,76.80518456890134,18.18977974339887,4.1
352013,50,29,121,Missouri,Macon County,12,0,15117,7471,7646,208,163,26,28,46,52,6947,7134,125,146,93.14678838393861,5.252364887213071,3.6
352241,50,29,123,Missouri,Madison County,12,0,12088,5925,6163,50,25,32,31,59,69,5598,5839,129,150,94.614493712773,4.508603573792191,7.3
352469,50,29,125,Missouri,Maries County,12,0,8697,4361,4336,35,25,33,38,9,26,4153,4108,65,63,94.98677704955732,3.380476026215937,2.4
352697,50,29,127,Missouri,Marion County,12,0,28530,13877,14653,728,692,35,37,91,95,12408,13278,299,243,90.03154574132492,7.781282860147214,4.3
352925,50,29,129,Missouri,Mercer County,12,0,3617,1824,1793,8,8,9,13,13,16,1717,1693,56,42,94.27702515897153,4.561791539950235,1.0
353153,50,29,131,Missouri,Miller County,12,0,25619,12795,12824,124,72,82,75,56,58,12048,12157,286,263,94.48065888598306,3.9658066278933606,9.0
353381,50,29,133,Missouri,Mississippi County,12,0,13180,7132,6048,2056,1215,31,20,20,22,4780,4583,193,130,71.03945371775417,27.9742033383915,2.4
353609,50,29,135,Missouri,Moniteau County,12,0,16132,8591,7541,609,55,35,31,32,38,7319,6954,493,367,88.4763203570543,10.29010662038185,3.3
353837,50,29,137,Missouri,Monroe County,12,0,8644,4399,4245,148,106,28,21,13,21,4043,3951,77,66,92.48033317908376,5.552984729291994,5.2
354065,50,29,139,Missouri,Montgomery County,12,0,11551,5787,5764,145,71,18,16,16,39,5355,5459,169,75,93.61960003462903,4.7528352523591035,5.4
354293,50,29,141,Missouri,Morgan County,12,0,20627,10355,10272,116,69,92,91,35,65,9686,9672,273,223,93.84786929752266,4.673486207398071,6.7
354521,50,29,143,Missouri,New Madrid County,12,0,17076,8211,8865,1222,1490,27,29,30,34,6583,7014,221,139,79.62637620051535,18.692902319044272,3.9
354749,50,29,145,Missouri,Newton County,12,0,58236,28999,29237,339,267,792,725,395,486,24646,25261,1760,1487,85.69785012706916,10.733910296036814,7.6
354977,50,29,147,Missouri,Nodaway County,12,0,22092,11076,11016,462,203,58,33,190,133,10056,10366,227,173,92.44070251674815,6.69473112438892,7.0
355205,50,29,149,Missouri,Oregon County,12,0,10529,5180,5349,15,28,71,89,8,27,4863,5009,101,102,93.76009117674992,4.188431949852787,5.5
355433,50,29,151,Missouri,Osage County,12,0,13615,7016,6599,34,24,27,25,12,12,6841,6423,57,63,97.42196107234668,1.8655894234300405,3.3
355661,50,29,153,Missouri,Ozark County,12,0,9174,4603,4571,10,7,59,44,4,17,4351,4353,97,90,94.87682581207761,3.5753215609330717,6.1
355889,50,29,155,Missouri,Pemiscot County,12,0,15805,7431,8374,1786,2341,42,44,41,34,5193,5629,247,200,68.47200253084466,29.958873774122114,5.1
356117,50,29,157,Missouri,Perry County,12,0,19136,9526,9610,73,62,51,65,85,90,8973,9130,260,211,94.60179765886288,4.6875,12.6
356345,50,29,159,Missouri,Pettis County,12,0,42339,21003,21336,761,675,160,176,177,197,17605,18183,1947,1767,84.52726800349559,13.840666997331066,7.5
356573,50,29,161,Missouri,Phelps County,12,0,44573,23285,21288,584,385,216,172,985,680,20339,19144,678,577,88.58053081461873,9.595495030623919,4.0
356801,50,29,163,Missouri,Pike County,12,0,18302,10129,8173,1149,274,26,22,35,36,8528,7560,254,159,87.90296142498087,10.681892689323572,5.3
357029,50,29,165,Missouri,Platte County,12,0,104418,51565,52853,4089,3857,314,264,1473,1601,41138,42632,3374,3252,80.22563159608497,17.45292957152981,7.8
357257,50,29,167,Missouri,Polk County,12,0,32149,15828,16321,211,99,129,127,124,151,14718,15312,392,421,93.40881520420542,5.144794550374817,3.3
357485,50,29,169,Missouri,Pulaski County,12,0,52607,29616,22991,3914,2637,344,287,780,821,20235,16130,3679,2515,69.12578174007261,28.46959530100557,4.6
357713,50,29,171,Missouri,Putnam County,12,0,4696,2374,2322,8,5,7,5,9,16,2272,2201,55,61,95.25127768313459,3.5349233390119252,2.3
357941,50,29,173,Missouri,Ralls County,12,0,10309,5183,5126,87,59,15,10,13,15,4916,4898,69,69,95.19837035599961,3.2689882626830924,4.0
358169,50,29,175,Missouri,Randolph County,12,0,24748,12835,11913,959,434,78,65,67,133,11195,10776,278,255,88.77889122353322,9.168417649911104,5.9
358397,50,29,177,Missouri,Ray County,12,0,23018,11491,11527,219,130,80,80,39,47,10689,10808,310,285,93.39212789990442,5.1698670605613,12.4
358625,50,29,179,Missouri,Reynolds County,12,0,6270,3245,3025,49,28,32,39,1,11,3027,2816,56,50,93.18979266347688,4.242424242424243,3.9
358853,50,29,181,Missouri,Ripley County,12,0,13288,6601,6687,45,33,73,67,14,27,6238,6374,122,84,94.91270319084889,3.499397953040337,6.3
359081,50,29,183,Missouri,St. Charles County,12,0,402022,197493,204529,10450,10806,475,448,5216,5856,170673,177357,7091,6663,86.56988921004323,11.692146200954175,7.5
359309,50,29,185,Missouri,St. Clair County,12,0,9397,4751,4646,45,24,50,38,8,19,4473,4397,111,103,94.39182717888687,4.235394274768543,4.4
359537,50,29,186,Missouri,Ste. Genevieve County,12,0,17894,9082,8812,108,47,34,27,20,30,8639,8461,101,123,95.56275846652508,2.7383480496255728,6.4
359765,50,29,187,Missouri,St. Francois County,12,0,67215,35876,31339,2792,329,150,153,163,154,31724,29834,634,479,91.58372387115972,7.221602320910511,7.1
359993,50,29,189,Missouri,St. Louis County,12,0,994205,472059,522146,111073,137561,1064,1095,22709,23544,313037,335872,15100,14816,65.26913463521105,32.88677888363064,6.5
360221,50,29,195,Missouri,Saline County,12,0,22761,11360,11401,689,537,97,113,107,118,8917,9179,1303,1169,79.50441544747595,18.158253152321954,2.2
360449,50,29,197,Missouri,Schuyler County,12,0,4660,2311,2349,3,3,9,8,6,8,2227,2264,37,44,96.37339055793991,2.532188841201717,3.5
360677,50,29,199,Missouri,Scotland County,12,0,4902,2420,2482,1,4,7,10,3,8,2352,2406,24,30,97.062423500612,1.7747858017135865,1.9
360905,50,29,201,Missouri,Scott County,12,0,38280,18576,19704,2131,2482,88,77,85,93,15511,16292,486,446,83.07993730407523,15.381400208986415,5.0
361133,50,29,203,Missouri,Shannon County,12,0,8166,4068,4098,28,15,58,56,9,12,3808,3827,89,77,93.4974283614989,4.212588782757776,6.6
361361,50,29,205,Missouri,Shelby County,12,0,5930,2981,2949,30,25,13,11,3,7,2829,2808,68,61,95.05902192242833,3.6762225969645868,2.2
361589,50,29,207,Missouri,Stoddard County,12,0,29025,14264,14761,215,151,81,69,36,70,13508,14113,296,238,95.16279069767441,3.9827734711455642,6.0
361817,50,29,209,Missouri,Stone County,12,0,31952,15709,16243,87,48,155,140,41,87,14817,15398,412,355,94.5637205808713,4.146845267901853,12.6
362045,50,29,211,Missouri,Sullivan County,12,0,6089,3107,2982,133,64,40,47,20,14,2284,2385,644,487,76.6792576777796,23.797011003448844,3.2
362273,50,29,213,Missouri,Taney County,12,0,55928,27017,28911,534,478,296,325,279,394,23730,25578,1764,1720,88.16335288227721,10.352596195107996,20.9
362501,50,29,215,Missouri,Texas County,12,0,25398,13322,12076,891,70,130,106,37,60,11745,11323,289,277,90.8260492952201,7.323411292227735,3.8
362729,50,29,217,Missouri,Vernon County,12,0,20563,10067,10496,93,106,90,75,59,75,9417,9838,239,238,93.63906044837816,4.741526041919953,1.9
362957,50,29,219,Missouri,Warren County,12,0,35649,17800,17849,452,369,108,104,71,98,16288,16392,614,631,91.67157564027042,6.864147661926001,8.2
363185,50,29,221,Missouri,Washington County,12,0,24730,12725,12005,538,74,57,67,34,41,11725,11518,211,164,93.98706025070764,4.795794581479984,6.6
363413,50,29,223,Missouri,Wayne County,12,0,12873,6328,6545,66,49,40,33,14,22,5988,6181,118,113,94.53118931096093,3.5345296356715608,4.1
363641,50,29,225,Missouri,Webster County,12,0,39592,20255,19337,369,88,171,159,56,87,18945,18291,452,406,94.04930288947261,4.5160638512830875,6.3
363869,50,29,227,Missouri,Worth County,12,0,2013,971,1042,9,9,2,5,1,3,924,1007,25,12,95.92647789369101,3.278688524590164,4.8
364097,50,29,229,Missouri,Wright County,12,0,18289,8970,9319,66,52,71,73,30,47,8492,8812,198,216,94.61424900213244,4.117228935425666,7.8
364325,50,29,510,Missouri,St. Louis city,12,0,300576,145418,155158,62408,73759,420,452,5285,5597,67705,66683,6780,5763,44.71015649952092,53.385499840306615,8.4
364553,50,30,1,Montana,Beaverhead County,12,0,9453,4837,4616,24,15,93,90,15,32,4278,4186,315,205,89.53771289537713,8.346556648682958,4.4
364781,50,30,3,Montana,Big Horn County,12,0,13319,6553,6766,25,32,4272,4569,23,68,1772,1756,495,379,26.488475110744048,74.05210601396502,3.0
365009,50,30,5,Montana,Blaine County,12,0,6681,3336,3345,17,8,1692,1688,10,5,1434,1495,162,86,43.84074240383176,54.90196078431373,2.2
365237,50,30,7,Montana,Broadwater County,12,0,6237,3210,3027,25,10,41,53,6,12,2997,2823,90,93,93.31409331409331,5.291005291005291,7.4
365465,50,30,9,Montana,Carbon County,12,0,10725,5425,5300,39,24,83,61,13,24,5093,4989,126,135,94.00466200466201,4.708624708624709,9.0
365693,50,30,11,Montana,Carter County,12,0,1252,625,627,2,1,7,6,0,1,598,602,7,7,95.84664536741214,2.476038338658147,0.4
365921,50,30,13,Montana,Cascade County,12,0,81366,41120,40246,839,509,1919,2033,365,468,34792,34323,2052,1808,84.9433424280412,12.281542659095937,9.1
366149,50,30,15,Montana,Chouteau County,12,0,5635,2831,2804,6,7,509,566,9,15,2210,2115,82,79,76.75244010647737,22.59094942324756,3.6
366377,50,30,17,Montana,Custer County,12,0,11402,5687,5715,40,27,136,124,29,54,5195,5192,197,229,91.0980529731626,7.332047009296614,5.7
366605,50,30,19,Montana,Daniels County,12,0,1690,869,821,6,1,23,22,0,3,794,757,34,20,91.77514792899409,6.449704142011835,2.9
366833,50,30,21,Montana,Dawson County,12,0,8613,4458,4155,31,9,122,83,18,35,4086,3856,134,127,92.20945083014048,6.490189248809938,5.2
367061,50,30,23,Montana,Deer Lodge County,12,0,9140,4896,4244,27,19,240,128,21,24,4325,3872,212,126,89.68271334792122,8.719912472647701,7.3
367289,50,30,25,Montana,Fallon County,12,0,2846,1451,1395,2,3,15,13,11,10,1373,1325,27,19,94.79971890372452,3.5137034434293746,4.4
367517,50,30,27,Montana,Fergus County,12,0,11050,5649,5401,17,21,112,86,9,45,5319,5036,110,133,93.710407239819,4.823529411764706,5.5
367745,50,30,29,Montana,Flathead County,12,0,103806,51744,52062,163,150,699,671,361,476,48025,48126,1507,1624,92.62566710980099,5.443808643045681,11.6
367973,50,30,31,Montana,Gallatin County,12,0,114434,59434,55000,277,266,630,573,900,913,54256,50204,2377,2181,91.28405893353374,7.093171609836238,10.2
368201,50,30,33,Montana,Garfield County,12,0,1258,631,627,4,1,4,4,0,1,613,614,3,6,97.53577106518283,1.8282988871224166,2.8
368429,50,30,35,Montana,Glacier County,12,0,13753,6671,7082,31,16,4254,4638,25,24,2044,2104,224,267,30.160692212608158,68.92314404130008,5.4
368657,50,30,37,Montana,Golden Valley County,12,0,821,417,404,4,3,5,13,4,1,366,364,23,17,88.91595615103533,8.526187576126674,2.4
368885,50,30,39,Montana,Granite County,12,0,3379,1731,1648,8,10,15,15,10,5,1627,1548,49,33,93.96271086120154,4.29121041728322,9.9
369113,50,30,41,Montana,Hill County,12,0,16484,8335,8149,63,32,1982,2125,36,49,5766,5496,324,338,68.32079592331958,30.023052657122058,5.4
369341,50,30,43,Montana,Jefferson County,12,0,12221,6234,5987,35,18,100,124,18,45,5782,5494,186,173,92.26740855903772,5.7196628753784475,6.5
369569,50,30,45,Montana,Judith Basin County,12,0,2007,1022,985,0,2,11,9,4,4,983,940,16,23,95.81464872944694,3.43796711509716,4.6
369797,50,30,47,Montana,Lake County,12,0,30458,15017,15441,86,77,3684,3804,77,86,9758,10039,725,734,64.99770175323395,30.445203230678313,5.7
370025,50,30,49,Montana,Lewis and Clark County,12,0,69432,34370,35062,181,152,823,769,216,290,31273,31943,1162,1221,91.04735568613896,6.933402465721858,8.0
370253,50,30,51,Montana,Liberty County,12,0,2337,1132,1205,6,6,6,15,2,2,1087,1148,13,6,95.63543003851092,2.396234488660676,0.8
370481,50,30,53,Montana,Lincoln County,12,0,19980,10008,9972,49,40,117,147,16,66,9337,9108,298,370,92.31731731731732,5.52052052052052,10.8
370709,50,30,55,Montana,McCone County,12,0,1664,855,809,7,5,13,10,1,5,811,752,14,16,93.93028846153845,4.266826923076923,1.5
370937,50,30,57,Montana,Madison County,12,0,8600,4522,4078,17,18,28,35,21,28,4158,3799,253,122,92.52325581395348,6.069767441860465,5.8
371165,50,30,59,Montana,Meagher County,12,0,1862,954,908,5,5,7,6,0,8,907,867,20,14,95.27389903329752,3.4908700322234156,4.4
371393,50,30,61,Montana,Mineral County,12,0,4397,2253,2144,12,12,45,45,9,20,2067,1956,72,66,91.49420059131226,6.390720946099614,12.6
371621,50,30,63,Montana,Missoula County,12,0,119600,59827,59773,406,197,1584,1655,847,1364,53460,53045,2026,2068,89.0510033444816,8.484113712374581,10.2
371849,50,30,65,Montana,Musselshell County,12,0,4633,2345,2288,18,18,52,46,28,54,2106,2049,90,82,89.6827109864019,8.374703216058709,6.0
372077,50,30,67,Montana,Park County,12,0,16606,8353,8253,34,33,90,107,21,52,7803,7641,280,269,93.00252920631097,5.335420932193183,13.6
372305,50,30,69,Montana,Petroleum County,12,0,487,266,221,0,0,4,2,0,0,256,203,4,7,94.25051334702259,3.4907597535934287,0.1
372533,50,30,71,Montana,Phillips County,12,0,3954,1995,1959,7,3,191,187,5,6,1652,1616,75,74,82.65048052604958,13.859382903388973,3.8
372761,50,30,73,Montana,Pondera County,12,0,5911,2912,2999,15,6,469,401,5,37,2314,2442,63,66,80.4601590255456,17.966503129758078,3.6
372989,50,30,75,Montana,Powder River County,12,0,1682,839,843,1,1,17,15,1,1,779,780,23,16,92.68727705112961,4.4589774078478,3.6
373217,50,30,77,Montana,Powell County,12,0,6890,4334,2556,72,14,324,47,13,18,3753,2352,136,64,88.6066763425254,9.985486211901307,6.1
373445,50,30,79,Montana,Prairie County,12,0,1077,544,533,4,0,8,9,2,7,488,471,27,24,89.04363974001856,7.520891364902507,2.8
373673,50,30,81,Montana,Ravalli County,12,0,43806,21724,22082,94,81,293,254,109,180,20126,20458,793,815,92.6448431721682,5.978633063963841,6.9
373901,50,30,83,Montana,Richland County,12,0,10803,5630,5173,30,28,162,128,24,31,4979,4620,328,270,88.85494769971304,9.265944645006016,8.6
374129,50,30,85,Montana,Roosevelt County,12,0,11004,5514,5490,32,17,3279,3378,27,34,1870,1796,286,170,33.31515812431843,65.6397673573246,3.3
374357,50,30,87,Montana,Rosebud County,12,0,8937,4493,4444,19,20,1764,1787,21,70,2476,2365,274,207,54.16806534631308,46.5704375069934,3.0
374585,50,30,89,Montana,Sanders County,12,0,12113,6189,5924,24,15,265,242,22,35,5554,5327,210,194,89.82910922149756,8.313382316519442,7.7
374813,50,30,91,Montana,Sheridan County,12,0,3309,1702,1607,17,3,30,49,7,9,1552,1437,55,83,90.32940465397401,7.645814445451799,6.5
375041,50,30,93,Montana,Silver Bow County,12,0,34915,17569,17346,148,96,431,382,115,141,15768,15708,822,807,90.15036517256195,8.426177860518402,10.2
375269,50,30,95,Montana,Stillwater County,12,0,9642,4903,4739,18,11,66,53,28,26,4527,4379,230,182,92.36672889442025,6.3679734494918065,6.5
375497,50,30,97,Montana,Sweet Grass County,12,0,3737,1899,1838,8,7,18,27,9,15,1770,1696,53,56,92.74819373829276,5.164570511105165,4.1
375725,50,30,99,Montana,Teton County,12,0,6147,3018,3129,11,8,59,56,23,32,2809,2917,50,52,93.15113063282902,4.7340165934602245,3.9
375953,50,30,101,Montana,Toole County,12,0,4736,2662,2074,35,11,171,75,18,19,2250,1827,129,80,86.08530405405406,11.359797297297296,6.3
376181,50,30,103,Montana,Treasure County,12,0,696,346,350,0,0,7,14,3,4,312,316,17,12,90.22988505747126,8.189655172413794,1.9
376409,50,30,105,Montana,Valley County,12,0,7396,3729,3667,16,21,339,343,25,43,3163,3085,104,105,84.47809626825311,13.466738777717685,4.7
376637,50,30,107,Montana,Wheatland County,12,0,2126,1101,1025,9,2,57,13,4,6,973,948,72,28,90.35747883349012,8.98400752587018,9.0
376865,50,30,109,Montana,Wibaux County,12,0,969,493,476,2,2,6,7,3,3,456,445,20,16,92.98245614035088,6.0887512899896805,7.3
377093,50,30,111,Montana,Yellowstone County,12,0,161300,79402,81898,740,488,3805,4116,506,732,68104,70533,4764,4645,85.94978301301921,12.272783632982021,8.2
377321,50,31,1,Nebraska,Adams County,12,0,31363,15614,15749,243,165,243,168,193,213,13149,13542,1826,1624,85.1034658674234,14.90609954404872,5.4
377549,50,31,3,Nebraska,Antelope County,12,0,6298,3178,3120,12,11,15,19,12,20,3010,2968,123,92,94.919021911718,4.826929183867894,0.8
